filename,start,end,content,techniques,persuasion_strategies,Attack_on_Reputation,Justification,Distraction,Simplification,Call,Manipulative_Wording
pl_abortion_11_04_2024_n05.txt,4140,4211,Bo przecież kobiety w Polsce wciąż są w bardzo niebezpiecznym momencie.,"['Exaggeration-Minimisation', 'Appeal_to_Pity']","['Distraction', 'Manipulative_Wording']",False,False,True,False,False,True
pl_abortion_11_04_2024_n03.txt,9280,9325,Zakaz aborcji zabija i nie likwiduje aborcji.,"['Consequential_Oversimplification', 'Loaded_Language', 'Doubt', 'Appeal_to_Fear-Prejudice']","['Attack_on_Reputation', 'Justification', 'Simplification', 'Manipulative_Wording']",True,True,False,True,False,True
pl_defence_07_03_2025_n05.txt,2854,2972,"Łączy to ze sobą, mówi, że NATO to jest sojusz, dzięki któremu Ameryka powinna osiągać określone korzyści gospodarcze.","['Questioning_the_Reputation', 'Repetition']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
pl_abortion_11_04_2024_n10.txt,1367,1521,"Koniec z zasłanianiem się światopoglądem, koniec z zasłanianiem się referendum, koniec z powtarzaniem nieprawdziwych stereotypów na temat terminacji ciąż.","['Conversation_Killer', 'Appeal_to_Time', 'Repetition']","['Call', 'Manipulative_Wording']",False,False,False,False,True,True
pl_eu_03_04_2025_n01.txt,7332,7414,To jest ważny kierunek z punktu widzenia polskiego i europejskiego bezpieczeństwa.,['Flag_Waving'],['Justification'],False,True,False,False,False,False
pl_eu_03_04_2025_n05.txt,1072,1280,"Ówczesna pani wojewoda Leniart przecinała wstęgi, otwierała centra integracji cudzoziemców, a dzisiaj już pani posłanka Leniart robi konferencje prasowe i protestuje przeciwko centrom integracji cudzoziemców.",['Appeal_to_Hypocrisy'],['Attack_on_Reputation'],True,False,False,False,False,False
pl_hate_speech_act_19_12_2024_n02.txt,4757,4865,"To były siniaki na ciele młodych osób, które w 2019 r. chciały uczestniczyć w marszu równości w Białymstoku.",[],[],False,False,False,False,False,False
pl_defence_07_03_2025_n06.txt,1802,1977,"Nie można już ślepo wierzyć Trumpowi, nie można go chwalić za wszystko, nie można tłumaczyć każdego jednego jego słowa, że się przejęzyczył, że ma specyficzny sposób mówienia.","['Conversation_Killer', 'Loaded_Language', 'Doubt', 'Repetition']","['Attack_on_Reputation', 'Call', 'Manipulative_Wording']",True,False,False,False,True,True
pl_statements_20_02_2025_n03.txt,5502,5529,"Proszę bardzo, panią poseł.",[],[],False,False,False,False,False,False
pl_eu_03_04_2025_n07.txt,5545,5563,Kryzys migracyjny.,[],[],False,False,False,False,False,False
pl_defence_22_05_2024_n04.txt,8382,8453,10 mld na zabezpieczenie wschodniej granicy to bardzo dobra informacja.,[],[],False,False,False,False,False,False
pl_eu_03_04_2025_n01.txt,2880,3009,"Odwiedził on Moskwę, a potem Pekin, określając ten wyjazd jako reprezentowanie całej Unii Europejskiej ze względu na prezydencję.","['Appeal_to_Hypocrisy', 'Doubt']",['Attack_on_Reputation'],True,False,False,False,False,False
pl_defence_22_05_2024_n02.txt,3104,3174,Zaledwie 4% Polaków ma szansę na znalezienie bezpiecznego schronienia.,['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
pl_abortion_11_04_2024_n13.txt,5875,5922,Poseł Żaneta Cwalina-Śliwowska: Pani Marszałek!,[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n05.txt,2619,2783,"Ale prawda jest taka, że mam nieodparte wrażenie, że lewicy chodzi tylko o dyskusję, tak samo jak prawicy, a problemy kobiet do tej pory są nierozwiązane. (Oklaski)",['Straw_Man'],['Distraction'],False,False,True,False,False,False
pl_eu_03_04_2025_n02.txt,2607,2646,Wskazywałem na samym początku dlaczego.,[],[],False,False,False,False,False,False
pl_eu_12_06_2024_n02.txt,5963,6011,Poseł Janusz Kowalski: Szanowny Panie Marszałku!,[],[],False,False,False,False,False,False
pl_current_affairs_09_01_2025_n02.txt,4659,4794,"Tego, jak ważne jest bezpieczeństwo przeciwpowodziowe, boleśnie doświadczyli mieszkańcy Dolnego Śląska i Opolszczyzny we wrześniu ub.r.",[],[],False,False,False,False,False,False
pl_current_affairs_09_01_2025_n01.txt,8175,8317,"To jest nowy program, nowe świadczenie i po to są weryfikacje i postępowania ręczne, by każdy rodzic miał szansę te dane poprawić i uzupełnić.",[],[],False,False,False,False,False,False
pl_eu_12_06_2024_n04.txt,4535,4721,Z perspektywy bezpieczeństwa prezydencji kluczowe znaczenie mają przepisy dotyczące opracowania planów zapewnienia bezpieczeństwa i porządku publicznego dla centralnych obiektów spotkań.,[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n13.txt,822,890,"Skoro zatem kobiety chcą wyboru, to mamy obowiązek dać im ten wybór.","['Conversation_Killer', 'Causal_Oversimplification', 'Appeal_to_Popularity']","['Justification', 'Simplification', 'Call']",False,True,False,True,True,False
pl_defence_22_05_2024_n02.txt,3919,3983,"Niestety nie dały rady, ponieważ przegrały z polską biurokracją.","['Causal_Oversimplification', 'Questioning_the_Reputation']","['Attack_on_Reputation', 'Simplification']",True,False,False,True,False,False
pl_defence_07_03_2025_n01.txt,6858,7016,"Jeżeli Unia Europejska nagle się obudziła, po czasie, znowu, tak jak Donald Tusk, jeśli chodzi o budowę własnego potencjału, to my jesteśmy tego entuzjastami.","['Loaded_Language', 'Questioning_the_Reputation']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
pl_defence_22_05_2024_n04.txt,8948,9028,Chciałem zapytać o przygotowanie Sił Zbrojnych w Polsce do walki elektronicznej.,[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n09.txt,5983,6044,Poseł Jarosław Sachajko: …jego wrażliwość i odpowiedzialność.,[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n08.txt,5974,6132,"Rozmawiam z nimi, pytam, czy zmieniliście zdanie, czy jesteście teraz przeciw życiu, czy jesteście przeciw temu, żeby małe, bezbronne dzieci mogły się rodzić.",[],[],False,False,False,False,False,False
pl_defence_22_05_2024_n01.txt,4043,4103,(Głos z sali: Dokładnie tak.) A co wy robiliście po napaści?,['Appeal_to_Hypocrisy'],['Attack_on_Reputation'],True,False,False,False,False,False
pl_current_affairs_09_01_2025_n03.txt,5050,5306,Posłowie Marcin Bosacki i Andrzej Szewiński z Klubu Parlamentarnego Koalicja Obywatelska zadadzą pytanie w sprawie braku zakupu umundurowania dla żołnierzy Wojska Polskiego w okresie pełnienia funkcji ministra obrony narodowej przez Antoniego Macierewicza.,[],[],False,False,False,False,False,False
pl_eu_03_04_2025_n05.txt,2749,3110,"Gdyby był pan takim dobrym ministrem za czasów rządów PiS-u… (Poseł Szymon Szynkowski vel Sęk: Ale już nie jestem ministrem.) …jak dobrze umie pan przez 10 minut mówić o niczym, to na pewno Polska miałaby za waszych czasów dużo lepszą sytuację w Unii Europejskiej. (Oklaski) (Poseł Szymon Szynkowski vel Sęk: Gdy mówię o pracy Adama Szłapki, to mówię o niczym?)","['Questioning_the_Reputation', 'Doubt']",['Attack_on_Reputation'],True,False,False,False,False,False
pl_abortion_11_04_2024_n11.txt,1009,1105,"To cytat z Janusza Korczaka, polskiego bohatera, który kochał dzieci i poświęcił im swoje życie.",['Appeal_to_Authority'],['Justification'],False,True,False,False,False,False
pl_eu_03_04_2025_n01.txt,1765,1794,To był na pewno trudny okres.,[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n05.txt,5496,5553,"Tylko hipokryci zamykają oczy i udają, że aborcji nie ma.","['Conversation_Killer', 'Repetition']","['Call', 'Manipulative_Wording']",False,False,False,False,True,True
pl_abortion_11_04_2024_n09.txt,1901,1933,Coś się aktywistom nie zgadzało.,['False_Equivalence'],['Simplification'],False,False,False,True,False,False
pl_defence_07_03_2025_n05.txt,2652,2709,Jako żywo trudno uznać te państwa za naszych sojuszników.,['False_Dilemma-No_Choice'],['Simplification'],False,False,False,True,False,False
pl_eu_03_04_2025_n04.txt,1286,1416,"Pani przewodnicząca się stara, a pan minister cały czas sukcesów na arenie europejskiej nie odnotowuje. (Głos z sali: Ha, ha, ha!)",['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
pl_defence_07_03_2025_n02.txt,7445,7802,"Dzisiaj każda polityczna wypowiedź musi zaczynać się od przypomnienia wszystkim raz jeszcze – chodzi też o to, żebyśmy mieli odwagę wypowiedzieć to także na forum międzynarodowym – że to Putin, że to Rosja napadła Ukrainę, że to jest część rosyjskiej polityki imperialnej, od kilkuset lat wymierzonej w nasze państwo i inne państwa i narody Europy Środkowej.","['Loaded_Language', 'Flag_Waving', 'Questioning_the_Reputation', 'Name_Calling-Labeling']","['Attack_on_Reputation', 'Justification', 'Manipulative_Wording']",True,True,False,False,False,True
pl_abortion_11_04_2024_n01.txt,2316,2518,"Dla kochającego męża, partnera, dla matki, dla siostry, dla przyjaciółki, która chce służyć radą, która chce służyć pomocą i kupuje tabletki, którymi teraz, współcześnie najpowszechniej usuwa się ciążę.","['Appeal_to_Pity', 'Appeal_to_Popularity']","['Justification', 'Distraction']",False,True,True,False,False,False
pl_defence_07_03_2025_n01.txt,4349,4655,"Pan premier mówi o jedności narodowej, a na tym posiedzeniu była procedowana ustawa o Radzie Ministrów, która przewiduje wykreślenie przedstawiciela prezydenta Rzeczypospolitej z listy uczestników tych posiedzeń Rady Ministrów, które będą poświęcone bezpieczeństwu państwa. (Poseł Barbara Bartuś: Skandal!)","['Appeal_to_Hypocrisy', 'Loaded_Language']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
pl_eu_03_04_2025_n07.txt,866,888,Kilka miesięcy minęło.,['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
pl_eu_12_06_2024_n03.txt,2892,3045,"Natomiast odnośnie do tego, co najbardziej mnie również bulwersuje, czyli wyjęcia spod zamówień publicznych szeregu inwestycji: Jakie to będą inwestycje?","['Loaded_Language', 'Repetition']",['Manipulative_Wording'],False,False,False,False,False,True
pl_abortion_11_04_2024_n01.txt,4031,4229,"Kiedyś były dokonywane różnymi dziwnymi narzędziami, niebezpiecznymi, takimi jak wieszak, który stał się symbolem protestów kobiet w poprzednich kadencjach Sejmu, kiedy to prawo w Polsce zaostrzono.",['Appeal_to_Fear-Prejudice'],['Justification'],False,True,False,False,False,False
pl_eu_03_04_2025_n05.txt,4770,4826,"Ważne jest oczywiście też to, o czym mówił pan minister.",[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n08.txt,2475,2522,"Proszę państwa, można by jeszcze mówić i mówić.",['Conversation_Killer'],['Call'],False,False,False,False,True,False
pl_abortion_11_04_2024_n02.txt,1423,1809,"Posłanka Żukowska mówiła o partnerze, który stanął przed sądem za to, że pomógł swojej partnerce w przerwaniu ciąży – panu Grzegorzu z Pińczowa; o matce, która pomogła 16-letniej córce przerwać ciążę; o Justynie Wydrzyńskiej z Aborcji bez Granic, która została skazana za to, że dostarczyła tabletki do aborcji farmakologicznej kobiecie, która była ofiarą przemocy i błagała ją o pomoc.",[],[],False,False,False,False,False,False
pl_defence_07_03_2025_n03.txt,588,666,Niech pan z tego nie żartuje. (Poseł Piotr Gliński: Za waszą odpowiedzialność.,['Repetition'],['Manipulative_Wording'],False,False,False,False,False,True
pl_statements_20_02_2025_n02.txt,1564,1744,"W trakcie poprzedniego posiedzenia Sejmu punkt: oświadczenia poselskie w ostatniej fazie został zdominowany przez wypowiedzi dotyczące Centralnego Portu Komunikacyjnego, czyli CPK.",[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n02.txt,6116,6157,Dziękuję. (Oklaski) (Głos z sali: Brawo!),[],[],False,False,False,False,False,False
pl_eu_12_06_2024_n04.txt,8473,8567,Ochrona danych osobowych to jest standard postępowania we wszystkich poprzednich specustawach.,[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n13.txt,5232,5296,Prawo do aborcji to prawo do decyzji i świadomego rodzicielstwa.,['Obfuscation-Vagueness-Confusion'],['Manipulative_Wording'],False,False,False,False,False,True
pl_abortion_11_04_2024_n02.txt,311,354,"Jest to kobieta po czterdziestce, z jaskrą.",[],[],False,False,False,False,False,False
pl_defence_22_05_2024_n02.txt,807,993,"Ustawa o ochronie Ojczyzny obowiązuje już od ponad 2 lat, a do tej pory nie ma do niej wydanych 12 niezbędnych rozporządzeń, w wyniku czego Wojsko Polskie nawet nie może się mobilizować.",[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n08.txt,3060,3092,Dlaczego tak nie lubicie dzieci?,['Whataboutism'],['Distraction'],False,False,True,False,False,False
pl_hate_speech_act_19_12_2024_n07.txt,456,691,"Nikt nie może być dyskryminowany, prześladowany, padać ofiarą przemocy, przestępstwa ze względu na jakąkolwiek cechę, w tym ze względu na te cechy, o które projekt rozszerza ochronę, takie jak orientacja, płeć, wiek, niepełnosprawność.",['Appeal_to_Values'],['Justification'],False,True,False,False,False,False
pl_abortion_11_04_2024_n08.txt,7269,7441,"Jesteśmy za tym, żeby dzieci się rodziły, żeby pomagać kobietom, które są w trudnej sytuacji, parom, które są w trudnej sytuacji, wspierać je, by wspierać pomoc prenatalną.",['Appeal_to_Values'],['Justification'],False,True,False,False,False,False
pl_abortion_11_04_2024_n02.txt,829,905,"Ania zamówiła tabletki, ale boi się, że w czasie pandemii nie dotrą na czas.",[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n13.txt,7639,7888,"Pani Karino, to nie jest żadne poświęcenie, to był pani wybór, że pani urodziła trójkę dzieci. (Gwar na sali, dzwonek) To był pani wybór, że pani przychodziła na salę sejmową i karmiła tutaj dziecko. (Poseł Przemysław Wipler: Niech pani nie kłamie.)","['Exaggeration-Minimisation', 'Questioning_the_Reputation']","['Attack_on_Reputation', 'Manipulative_Wording']",True,False,False,False,False,True
pl_abortion_11_04_2024_n10.txt,3782,3981,"Ja, proszę państwa, nie chcę nikogo stawiać przed takim dylematem i wnioskuję, aby mieć z tyłu głowy te dramatyczne historie… (Gwar na sali) (Poseł Jarosław Sachajko: Ładnie, ładnie, pani marszałek.)","['Loaded_Language', 'Appeal_to_Pity']","['Distraction', 'Manipulative_Wording']",False,False,True,False,False,True
pl_defence_07_03_2025_n03.txt,5270,5479,Ale w tej podróży Polska 2050 Szymona Hołowni wraz z Polskim Stronnictwem Ludowym w ramach koalicji Trzeciej Drogi wzięła na siebie współodpowiedzialność za stabilizację sytuacji oraz budowanie bezpieczeństwa.,[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n05.txt,1945,2066,"Skoro klasa polityczna – tak jak słusznie zwróciłyście na to uwagę – przez 30 lat zawiodła kobiety, oddajmy głos Polakom.","['Flag_Waving', 'Doubt']","['Attack_on_Reputation', 'Justification']",True,True,False,False,False,False
pl_statements_20_02_2025_n03.txt,6634,6686,Poczta Polska przestanie być operatorem wyznaczonym.,['Appeal_to_Fear-Prejudice'],['Justification'],False,True,False,False,False,False
pl_defence_07_03_2025_n04.txt,422,490,"Przede wszystkim trzeba je wydawać mądrze, w europejskich fabrykach.",['Flag_Waving'],['Justification'],False,True,False,False,False,False
pl_current_affairs_09_01_2025_n01.txt,5808,5961,"Jak wskazuje sama nazwa ustawy – „Aktywny rodzic”, wspiera ona rodziców w aktywności zawodowej, pomagając powrócić na rynek pracy po narodzinach dziecka.",[],[],False,False,False,False,False,False
pl_hate_speech_act_19_12_2024_n07.txt,5160,5196,Poseł Ryszard Wilk: Panie Marszałku!,[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n02.txt,1348,1389,Niektóre z tych imion nie są przypadkowe.,[],[],False,False,False,False,False,False
pl_current_affairs_09_01_2025_n02.txt,1382,1497,"Sekretarz Stanu w Ministerstwie Rodziny, Pracy i Polityki Społecznej Aleksandra Gajewska: Szanowny Panie Marszałku!",[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n09.txt,171,286,"Debatujemy dzisiaj o bardzo ważnej i – ośmielę się powiedzieć – kluczowej dla nas sprawie, sprawie życia i śmierci.",['False_Dilemma-No_Choice'],['Simplification'],False,False,False,True,False,False
pl_statements_20_02_2025_n04.txt,6782,6884,Przez uwłaszczenie PKW doszło do finansowej walki Dawida z Goliatem na szczeblu wyborów prezydenckich.,['Loaded_Language'],['Manipulative_Wording'],False,False,False,False,False,True
pl_defence_07_03_2025_n07.txt,4813,4934,"Tego świata, w którym wystarczyło odpowiednio często powtarzać zaklęcia o niewzruszonych sojuszach, po prostu już nie ma.","['Conversation_Killer', 'Loaded_Language', 'Repetition']","['Call', 'Manipulative_Wording']",False,False,False,False,True,True
pl_defence_07_03_2025_n03.txt,4717,4774,W takim wilczym świecie Polska nigdy się nie odnajdywała.,['Loaded_Language'],['Manipulative_Wording'],False,False,False,False,False,True
pl_abortion_11_04_2024_n11.txt,884,1008,"To uwłaszczona miłość matki i ojca, u których będzie rosnąć nie nasze, własne dziecko, ale dusza przekazana na przechowanie.","['Loaded_Language', 'Appeal_to_Values']","['Justification', 'Manipulative_Wording']",False,True,False,False,False,True
pl_defence_07_03_2025_n05.txt,6738,6765,One są absolutnie kluczowe.,"['Conversation_Killer', 'Loaded_Language']","['Call', 'Manipulative_Wording']",False,False,False,False,True,True
pl_defence_22_05_2024_n03.txt,191,462,"Dzisiejsza debata na temat obronności Rzeczypospolitej, bezpieczeństwa Polaków, narodu tak doświadczonego historycznie, ma miejsce w polskim Sejmie w chwili, kiedy wróg jest definiowany i Biuro Bezpieczeństwa Narodowego określa ewentualny zasięg bezpieczeństwa na 3 lata.",['Appeal_to_Fear-Prejudice'],['Justification'],False,True,False,False,False,False
pl_eu_12_06_2024_n04.txt,2501,2726,15 minutami podzielą się sekretarz stanu w Ministerstwie Spraw Wewnętrznych i Administracji pan minister Czesław Mroczek oraz podsekretarz stanu w Kancelarii Prezesa Rady Ministrów pani minister Magdalena Sobkowiak-Czarnecka.,[],[],False,False,False,False,False,False
pl_eu_03_04_2025_n04.txt,6019,6057,Na szczęście do tego nie dopuściliśmy.,[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n05.txt,9215,9276,"Chcemy mieć takie sama prawa, jak niemal wszystkie Europejki.","['Appeal_to_Values', 'Appeal_to_Popularity', 'Repetition']","['Justification', 'Manipulative_Wording']",False,True,False,False,False,True
pl_abortion_11_04_2024_n06.txt,3082,3129,"Panie pośle, na podstawie… (Poruszenie na sali)",[],[],False,False,False,False,False,False
pl_eu_03_04_2025_n02.txt,0,181,Pomimo deklarowanego zaangażowania prezydencji w kwestie związane z powstrzymaniem nielegalnej migracji podejmowane działania prezydencji węgierskiej nie przyniosły żadnych efektów.,['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
pl_defence_07_03_2025_n05.txt,4190,4242,"Bardzo bym chciała, żeby za oceanem o tym pamiętano.",[],[],False,False,False,False,False,False
pl_current_affairs_09_01_2025_n03.txt,3045,3168,"Już wyszedł, bo nie chce się z tego tutaj wytłumaczyć. (Poseł Anna Gembicka: Marszałek Wielichowska organizowała protesty…)",['Questioning_the_Reputation'],['Attack_on_Reputation'],True,False,False,False,False,False
pl_statements_20_02_2025_n04.txt,7280,7328,Dziękuję bardzo. (Oklaski) (Głos z sali: Brawo!),[],[],False,False,False,False,False,False
pl_hate_speech_act_19_12_2024_n10.txt,3648,3699,"Pani poseł Agata Wojtyszek, Prawo i Sprawiedliwość.",[],[],False,False,False,False,False,False
pl_hate_speech_act_19_12_2024_n09.txt,6001,6074,Bardzo dziękuję Ministerstwu Sprawiedliwości za przygotowanie tej ustawy.,[],[],False,False,False,False,False,False
pl_eu_12_06_2024_n01.txt,3878,3899,Zapraszam pana posła.,[],[],False,False,False,False,False,False
pl_defence_22_05_2024_n04.txt,9447,9637,"Polska każdego dnia pomaga naszym przyjaciołom z Ukrainy w utrzymywaniu infrastruktury telekomunikacyjnej, Polska zapewnia tak naprawdę całą łączność Ukrainy z Internetem w świecie cywilnym.",[],[],False,False,False,False,False,False
pl_defence_07_03_2025_n01.txt,1120,1249,"Tyle mieliście do powiedzenia, kiedy Lech Kaczyński przestrzegał nas wszystkich przed konsekwencjami imperialnej Rosji. (Oklaski)","['Name_Calling-Labeling', 'Doubt']",['Attack_on_Reputation'],True,False,False,False,False,False
pl_defence_07_03_2025_n05.txt,3930,4055,"Przypomnę, że jedyny raz, kiedy art. 5 został użyty, to był ten raz, kiedy to Ameryka potrzebowała pomocy swoich sojuszników.",[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n12.txt,4203,4318,"Te organizacje na co dzień słyszą historie kobiet, które walczą o to, by skorzystać również z tej legalnej aborcji.","['Exaggeration-Minimisation', 'Loaded_Language', 'Appeal_to_Pity']","['Distraction', 'Manipulative_Wording']",False,False,True,False,False,True
pl_abortion_11_04_2024_n09.txt,5643,5684,Poseł Jarosław Sachajko: Panie Premierze!,[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n09.txt,7451,7576,"Po drugie, nie godzę się na takie poprawki, jakie tu padają ze strony pani marszałek, że nie możemy o sobie mówić per: poseł.",['False_Dilemma-No_Choice'],['Simplification'],False,False,False,True,False,False
pl_defence_22_05_2024_n04.txt,5230,5320,Minister obrony narodowej rządu PO– PSL–Lewica wychodzi i mówi: murem za polskim mundurem.,"['Flag_Waving', 'Slogans']","['Justification', 'Call']",False,True,False,False,True,False
pl_abortion_11_04_2024_n12.txt,4319,4390,"Muszą walczyć nawet w przypadkach, gdy polskie prawo dopuszcza aborcję.","['Exaggeration-Minimisation', 'Loaded_Language', 'Appeal_to_Pity']","['Distraction', 'Manipulative_Wording']",False,False,True,False,False,True
pl_eu_03_04_2025_n05.txt,6830,6873,Ma także ogromny wpływ na agendę tych prac.,[],[],False,False,False,False,False,False
pl_abortion_11_04_2024_n07.txt,4223,4403,"W dyskusji o aborcji następuje przemilczanie całych obszarów medycznych, tego, że np. dział medycyny prenatalnej rozwija się bardzo szybko i powinien mieć po co rozwijać się dalej.",[],[],False,False,False,False,False,False
pl_eu_03_04_2025_n06.txt,4340,4452,"Ani Parlament Europejski, ani prezydencja nie skonsultowali się, przynajmniej lakonicznie, z rządem na Węgrzech.",['Doubt'],['Attack_on_Reputation'],True,False,False,False,False,False
pl_eu_03_04_2025_n01.txt,3010,3211,"Stało to wyraźnie w sprzeczności z zasadami prowadzenia prezydencji, było niezgodne z traktatami, ale przede wszystkim było w sposób fundamentalny niezgodne z interesem Unii Europejskiej, także Polski.",['Appeal_to_Hypocrisy'],['Attack_on_Reputation'],True,False,False,False,False,False
pl_eu_03_04_2025_n04.txt,767,846,"Tak to właśnie wyglądało, czy się to państwu podoba, szanowni państwo, czy nie.",[],[],False,False,False,False,False,False
pl_statements_20_02_2025_n03.txt,8517,8690,"Z zespołem zaśpiewał pan Marcin Pokusa (Dzwonek), który wykonał również utwór „Księże Jerzy, dopomóż nam”, do którego muzykę oraz słowa napisał wspólnie z panią Anną Futymą.",[],[],False,False,False,False,False,False
pl_eu_03_04_2025_n08.txt,1780,1995,"Ale tak naprawdę, w realu główne cele Węgier – przecież wszyscy wiemy, jaki jest cel Orbána – to chaos i destabilizacja sytuacji i jedności europejskiej, w której żyjemy, dla której została powołana Unia Europejska.","['Conversation_Killer', 'Loaded_Language', 'Flag_Waving', 'Questioning_the_Reputation']","['Attack_on_Reputation', 'Justification', 'Call', 'Manipulative_Wording']",True,True,False,False,True,True
pl_eu_12_06_2024_n02.txt,7022,7124,"Apeluję do rządu, apeluję (Dzwonek) również do Lewicy, PSL i Polski 2050 o wspólny głos w tej sprawie.",['Repetition'],['Manipulative_Wording'],False,False,False,False,False,True
pl_abortion_11_04_2024_n07.txt,991,1106,"Czy wiecie, jaka jest najczęstsza odpowiedź kobiet, które miały aborcje, na pytanie dlaczego się na to zdecydowały?",[],[],False,False,False,False,False,False
